地点コード,地点,地点カナ,府県番号,区分,緯度_度,緯度_分,緯度,経度_度,経度_分,経度,標高,雨,風,気温,日照,積雪深,ed_y,ed_m,ed_d,観測終了日,備考1,備考2,備考3,備考4,備考5,観測所番号1,観測所番号2
0524,寺泊,テラドマリ,54,A,37,38.4,37.6400,138,46,138.7667,44,Y,Y,Y,Y,N,9999,99,99,,,,,,,54387,
0525,三条,サンジョウ,54,A,37,38.4,37.6400,138,57.3,138.9550,9,Y,Y,Y,Y,N,9999,99,99,,,,,,,54396,
0526,村松,ムラマツ,54,A,37,41.8,37.6967,139,11.3,139.1883,25,Y,N,N,N,N,9999,99,99,,,,,,,54406,
0527,津川,ツガワ,54,A,37,40.3,37.6717,139,26.8,139.4467,100,Y,Y,Y,Y,Y,9999,99,99,,,,,,,54421,54915
0528,粟ヶ岳,アワガタケ,54,A,37,34.8,37.5800,139,8.1,139.1350,242,Y,N,N,N,N,1982,11,5,1982/11/5,,,,,,,
0529,長岡,ナガオカ,54,A,37,27,37.4500,138,49.4,138.8233,23,Y,Y,Y,Y,Y,9999,99,99,,,,,,,54501,54920
0530,栃尾,トチオ,54,A,37,28.5,37.4750,138,59.5,138.9917,83,Y,N,N,N,N,9999,99,99,,,,,,,54506,
0531,守門岳,スモンダケ,54,A,37,24.3,37.4050,139,5.4,139.0900,737,Y,N,N,N,N,2009,11,2,2009/11/2,,,,,,,
0532,柏崎,カシワザキ,54,A,37,21.1,37.3517,138,33.2,138.5533,7,Y,Y,Y,Y,Y,9999,99,99,,,,,,,54541,54925
0533,桜坂峠,サクラザカトウゲ,54,A,37,12.7,37.2117,138,31.6,138.5267,470,Y,N,N,N,N,1984,10,29,1984/10/29,,,,,,,
0534,小出,コイデ,54,A,37,14.3,37.2383,138,57.7,138.9617,98,Y,Y,Y,Y,Y,9999,99,99,,,,,,,54616,54935
47612,高田,タカダ,54,S,37,6.4,37.1067,138,14.8,138.2467,12.9,Y,Y,Y,Y,Y,9999,99,99,,,,,,,54651,54937
0536,安塚,ヤスヅカ,54,A,37,6.4,37.1067,138,27.4,138.4567,126,Y,Y,Y,Y,Y,9999,99,99,,,,,,,54661,54940
0537,十日町,トオカマチ,54,A,37,8.6,37.1433,138,43.6,138.7267,170,Y,Y,Y,Y,Y,9999,99,99,,,,,,,54676,54945
0538,枝折峠,シオリトウゲ,54,A,37,9.3,37.1550,139,7.8,139.1300,1060,Y,N,N,N,N,1980,10,24,1980/10/24,,,,,,,
0539,糸魚川,イトイガワ,54,A,37,2.3,37.0383,137,51.7,137.8617,10,Y,Y,Y,Y,N,9999,99,99,,,,,,,54711,
0540,能生,ノウ,54,A,37,5,37.0833,138,1.4,138.0233,55,Y,Y,Y,Y,Y,9999,99,99,,,,,,,54721,54950
0541,光ケ原,ヒカリガハラ,54,A,37,0.3,37.0050,138,22.3,138.3717,805,Y,N,N,N,N,1984,10,24,1984/10/24,,,,,,,
0542,大沢峠,オオサワトウゲ,54,A,37,2.3,37.0383,138,47.2,138.7867,673,Y,N,N,N,N,1982,10,27,1982/10/27,,,,,,,
0543,津南,ツナン,54,A,36,59.8,36.9967,138,41,138.6833,452,Y,Y,Y,Y,Y,9999,99,99,,,,,,,54836,54965
0544,湯沢,ユザワ,54,A,36,56.5,36.9417,138,48.6,138.8100,340,Y,Y,Y,Y,Y,9999,99,99,,,,,,,54841,54960
0545,袴岳,ハカマダケ,54,A,36,52.2,36.8700,138,16.6,138.2767,850,Y,N,N,N,N,1984,10,31,1984/10/31,,,,,,,
0995,粟島,アワシマ,54,A,38,27.7,38.4617,139,15.1,139.2517,4,Y,Y,Y,Y,N,9999,99,99,,,,,,,54011,
0996,羽茂,ハモチ,54,A,37,50.5,37.8417,138,18.8,138.3133,11,Y,Y,Y,Y,N,9999,99,99,,,,,,,54271,
0997,入広瀬,イリヒロセ,54,A,37,21.4,37.3567,139,4.3,139.0717,230,Y,Y,Y,Y,Y,9999,99,99,,,,,,,54566,54930
0998,関山,セキヤマ,54,A,36,56,36.9333,138,13.3,138.2217,350,Y,Y,Y,Y,Y,9999,99,99,,,,,,,54816,54955
1060,下関,シモセキ,54,A,38,5.5,38.0917,139,33.8,139.5633,33,Y,Y,Y,Y,Y,9999,99,99,,,,,,,54191,54905
1102,鍵取,カギトリ,54,A,37,34.2,37.5700,139,23,139.3833,150,Y,N,N,N,N,1993,1,27,1993/1/27,,,,,,,
1111,赤谷,アカダニ,54,A,37,50.1,37.8350,139,24.9,139.4150,135,Y,N,N,N,N,9999,99,99,,,,,,,54311,
1154,小国,オグニ,54,A,37,17.5,37.2917,138,42.1,138.7017,83,Y,N,N,N,N,9999,99,99,,,,,,,54606,
1155,松代,マツダイ,54,A,37,7.9,37.1317,138,36.4,138.6067,210,Y,N,N,N,N,9999,99,99,,,,,,,54671,
1256,高根,タカネ,54,A,38,19.8,38.3300,139,36.3,139.6050,80,Y,N,N,N,N,9999,99,99,,,,,,,54056,
1297,平岩,ヒライワ,54,A,36,53.2,36.8867,137,51.8,137.8633,260,Y,N,N,N,N,9999,99,99,,,,,,,54876,
1302,大潟,オオガタ,54,A,37,13.5,37.2250,138,19.5,138.3250,13,Y,Y,Y,Y,N,9999,99,99,,,,,,,54586,
1315,弾崎,ハジキザキ,54,A,38,19.8,38.3300,138,30.7,138.5117,58,Y,Y,Y,Y,N,9999,99,99,,1997年3月31日までの地点名「二ツ亀」,,,,,54041,
1318,中条,ナカジョウ,54,A,38,3.6,38.0600,139,24.5,139.4083,27,Y,Y,Y,Y,N,9999,99,99,,,,,,,54181,
1369,三面,ミオモテ,54,A,38,14.8,38.2467,139,36.3,139.6050,45,Y,N,N,N,N,9999,99,99,,,,,,,54097,
1370,大湯,オオユ,54,A,37,12.3,37.2050,139,3.7,139.0617,240,Y,N,N,N,N,9999,99,99,,,,,,,54621,
1395,塩沢,シオザワ,54,A,37,2.3,37.0383,138,50.8,138.8467,195,Y,N,N,N,N,9999,99,99,,,,,,,54761,
1398,宮寄上,ミヤヨリカミ,54,A,37,34.8,37.5800,139,8.4,139.1400,125,Y,N,N,N,N,9999,99,99,,,,,,,54462,
1424,樽本,タルモト,54,A,36,53.4,36.8900,138,16.5,138.2750,625,Y,N,N,N,N,9999,99,99,,,,,,,54892,
1426,川谷,カワダニ,54,A,37,12,37.2000,138,31,138.5167,206,Y,N,N,N,N,9999,99,99,,,,,,,54666,
1427,筒方,ドウガタ,54,A,37,1.8,37.0300,138,20.6,138.3433,255,Y,N,N,N,N,9999,99,99,,,,,,,54737,
1444,室谷,ムロヤ,54,A,37,33,37.5500,139,22.2,139.3700,200,Y,N,N,N,N,9999,99,99,,,,,,,54472,
1469,松浜,マツハマ,54,A,37,57.3,37.9550,139,6.7,139.1117,1,Y,Y,Y,N,N,9999,99,99,,,,,,,54236,
1514,秋津,アキツ,54,A,38,3.6,38.0600,138,24.8,138.4133,30,Y,Y,Y,N,N,9999,99,99,,,,,,,54167,
0546,泊,トマリ,55,A,36,57.1,36.9517,137,33.1,137.5517,13,Y,Y,Y,Y,Y,9999,99,99,,,,,,,55021,55900
0547,魚津,ウオヅ,55,A,36,49.3,36.8217,137,25.7,137.4283,48,Y,Y,Y,Y,Y,9999,99,99,,,,,,,55056,55905
0548,宇奈月,ウナヅキ,55,A,36,50.8,36.8467,137,33.5,137.5583,160,Y,N,N,N,N,1978,11,9,1978/11/9,,,,,,,
0549,嘉例沢,カレイザワ,55,A,36,49.5,36.8250,137,32.2,137.5367,420,Y,N,N,N,N,1983,11,16,1983/11/16,,,,,,,
47606,伏木,フシキ,55,S,36,47.5,36.7917,137,3.3,137.0550,11.6,Y,Y,Y,Y,Y,9999,99,99,,,,,,,55091,55907
47607,富山,トヤマ,55,S,36,42.5,36.7083,137,12.1,137.2017,8.6,Y,Y,Y,Y,Y,9999,99,99,,,,,,,55102,55908
0552,砺波,トナミ,55,A,36,36.6,36.6100,136,57.3,136.9550,69,Y,Y,Y,Y,Y,9999,99,99,,,,,,,55141,55910
0553,上市,カミイチ,55,A,36,40.2,36.6700,137,25.4,137.4233,296,Y,Y,Y,Y,N,9999,99,99,,,,,,,55166,
0554,南砺高宮,ナントタカミヤ,55,A,36,32.7,36.5450,136,52.3,136.8717,91,Y,Y,Y,Y,N,9999,99,99,,2004年12月5日までの地点名「福光」,,,,,55191,
0555,八尾,ヤツオ,55,A,36,34.7,36.5783,137,7.9,137.1317,78,Y,Y,Y,Y,N,9999,99,99,,,,,,,55206,
0556,小谷,オタニ,55,A,36,34.2,36.5700,137,18,137.3000,340,Y,N,N,N,N,1983,11,25,1983/11/25,,,,,,,
0557,立山,タテヤマ,55,A,36,34.9,36.5817,137,34.7,137.5783,2291,Y,N,N,N,N,2010,3,29,2010/3/29,,,,,,,
0558,細尾峠,ホソオトウゲ,55,A,36,26.7,36.4450,136,53.8,136.8967,740,Y,N,N,N,N,1983,11,9,1983/11/9,,,,,,,
0559,谷折,タニオリ,55,A,36,29.3,36.4883,137,6,137.1000,700,Y,N,N,N,N,1983,11,15,1983/11/15,,,,,,,
1309,氷見,ヒミ,55,A,36,51.8,36.8633,136,57.6,136.9600,7,Y,Y,Y,Y,Y,9999,99,99,,,,,,,55041,55915
1412,宇奈月,ウナヅキ,55,A,36,50.8,36.8467,137,33.4,137.5567,160,Y,N,N,N,N,9999,99,99,,,,,,,55063,
1413,平,タイラ,55,A,36,26,36.4333,136,57,136.9500,282,Y,N,N,N,N,2004,10,19,2004/10/19,,,,,,,
1414,大山,オオヤマ,55,A,36,36.5,36.6083,137,17,137.2833,128,Y,N,N,N,N,9999,99,99,,,,,,,55156,
1415,細入,ホソイリ,55,A,36,29.7,36.4950,137,14.4,137.2400,185,Y,N,N,N,N,1996,10,14,1996/10/14,,,,,,,
1455,猪谷,イノタニ,55,A,36,28.4,36.4733,137,14.2,137.2367,215,Y,N,N,N,Y,9999,99,99,,,,,,,55267,55920
1533,秋ヶ島,アキガシマ,55,A,36,38.9,36.6483,137,11.2,137.1867,24,Y,Y,Y,N,N,9999,99,99,,,,,,,55151,
1553,五箇山,ゴカヤマ,55,A,36,25.8,36.4300,136,56.5,136.9417,357,Y,N,N,N,N,9999,99,99,,,,,,,55252,
1621,立山芦峅,タテヤマアシクラ,55,A,36,34.6,36.5767,137,23.1,137.3850,379,Y,N,N,N,N,9999,99,99,,,,,,,55217,
0560,珠洲,スズ,56,A,37,26.8,37.4467,137,17.2,137.2867,4,Y,Y,Y,Y,Y,9999,99,99,,,,,,,56036,56900
47600,輪島,ワジマ,56,S,37,23.5,37.3917,136,53.7,136.8950,5.2,Y,Y,Y,Y,Y,9999,99,99,,,,,,,56052,56903
0562,門前,モンゼン,56,A,37,15.7,37.2617,136,43.7,136.7283,10,Y,N,N,N,N,9999,99,99,,,,,,,56081,
0563,木原岳,キハラダケ,56,A,37,17.3,37.2883,136,57,136.9500,270,Y,N,N,N,N,1998,11,10,1998/11/10,,,,,,,
0564,志賀,シカ,56,A,37,8.6,37.1433,136,43.5,136.7250,6,Y,Y,Y,Y,N,9999,99,99,,2005年10月2日までの地点名「富来」,,,,,56116,
0565,七尾,ナナオ,56,A,37,1.8,37.0300,136,59.5,136.9917,58,Y,Y,Y,Y,Y,9999,99,99,,1978年11月20日までの地点名「七尾第二」,,,,,56146,56905
0566,羽咋,ハクイ,56,A,36,53.6,36.8933,136,46.6,136.7767,15,Y,Y,Y,Y,N,9999,99,99,,,,,,,56176,
0567,かほく,カホク,56,A,36,42.7,36.7117,136,41.5,136.6917,42,Y,Y,Y,Y,N,9999,99,99,,2004年2月29日までの地点名「宇ノ気」,,,,,56186,
0568,宝達山,ホウダツサン,56,A,36,46.8,36.7800,136,48.4,136.8067,626,Y,N,N,N,N,2003,8,12,2003/8/12,,,,,,,
47605,金沢,カナザワ,56,S,36,35.3,36.5883,136,38,136.6333,5.7,Y,Y,Y,Y,Y,9999,99,99,,,,,,,56227,56907
0570,医王山,イオウゼン,56,A,36,31.2,36.5200,136,44.7,136.7450,420,Y,N,N,N,N,9999,99,99,,,,,,,56232,
0571,栢野,カヤノ,56,A,36,13.5,36.2250,136,21.5,136.3583,126,Y,Y,Y,Y,Y,9999,99,99,,2005年10月2日までの地点名「山中」,2006年11月26日までの地点名「加賀山中」,,,,56301,56915
0973,白山吉野,ハクサンヨシノ,56,A,36,21.7,36.3617,136,36.8,136.6133,180,Y,Y,Y,Y,Y,9999,99,99,,2005年1月31日までの地点名「鳥越」,,,,,56286,56910
1171,白山白峰,ハクサンシラミネ,56,A,36,10.8,36.1800,136,37.5,136.6250,470,Y,N,N,N,N,9999,99,99,,2005年1月31日までの地点名「白峰」,,,,,56346,
1324,小松,コマツ,56,A,36,22.9,36.3817,136,26.1,136.4350,3,Y,Y,Y,Y,N,9999,99,99,,,,,,,56276,
1486,穴水,アナミズ,56,A,37,16.3,37.2717,136,55,136.9167,170,Y,N,N,N,N,2003,7,7,2003/7/7,,,,,,,
1544,三井,ミイ,56,A,37,17.6,37.2933,136,57.7,136.9617,219,Y,Y,Y,N,N,9999,99,99,,,,,,,56093,
1545,宝達志水,ホウダツシミズ,56,A,36,47.3,36.7883,136,46.1,136.7683,90,Y,N,N,N,N,9999,99,99,,2005年2月28日までの地点名「押水」,,,,,56192,
47616,福井,フクイ,57,S,36,3.3,36.0550,136,13.3,136.2217,8.8,Y,Y,Y,Y,Y,9999,99,99,,,,,,,57066,57903
0573,大野,オオノ,57,A,35,58.3,35.9717,136,29.8,136.4967,182,Y,Y,Y,Y,Y,9999,99,99,,,,,,,57121,57905
0574,タイラ山,タイラヤマ,57,A,35,59.2,35.9867,136,36.4,136.6067,510,Y,N,N,N,N,1981,11,4,1981/11/4,,,,,,,
0575,春日野,カスガノ,57,A,35,51.5,35.8583,136,8,136.1333,270,Y,N,N,N,N,2005,10,26,2005/10/26,,,,,,,
0576,板垣,イタガキ,57,A,35,52.5,35.8750,136,18.2,136.3033,620,Y,N,N,N,N,2009,11,2,2009/11/2,,,,,,,
0577,今庄,イマジョウ,57,A,35,46,35.7667,136,12,136.2000,128,Y,Y,Y,Y,Y,9999,99,99,,,,,,,57206,57910
47631,敦賀,ツルガ,57,S,35,39.2,35.6533,136,3.7,136.0617,1.6,Y,Y,Y,Y,Y,9999,99,99,,,,,,,57248,57913
0579,小浜,オバマ,57,A,35,29,35.4833,135,46.9,135.7817,10,Y,Y,Y,Y,Y,9999,99,99,,,,,,,57317,57915
0974,美山,ミヤマ,57,A,35,59.9,35.9983,136,21.5,136.3583,70,Y,N,N,N,N,9999,99,99,,,,,,,57071,
0975,川上,カワカミ,57,A,35,26.4,35.4400,135,31.4,135.5233,75,Y,N,N,N,N,1995,11,10,1995/11/10,,,,,,,
1010,美浜,ミハマ,57,A,35,36,35.6000,135,55,135.9167,10,Y,Y,Y,Y,N,9999,99,99,,,,,,,57286,
1071,三国,ミクニ,57,A,36,14.6,36.2433,136,10.4,136.1733,34,Y,Y,Y,Y,N,9999,99,99,,,,,,,57001,
1226,勝山,カツヤマ,57,A,36,2.3,36.0383,136,31.3,136.5217,196,Y,Y,Y,Y,N,9999,99,99,,,,,,,57082,
1316,越廼,コシノ,57,A,36,0.7,36.0117,135,59.4,135.9900,30,Y,Y,Y,Y,N,9999,99,99,,,,,,,57051,
1382,九頭竜,クズリュウ,57,A,35,54.3,35.9050,136,40.2,136.6700,430,Y,N,N,N,Y,9999,99,99,,,,,,,57176,57900
1454,大飯,オオイ,57,A,35,28.8,35.4800,135,37,135.6167,3,Y,N,N,N,N,9999,99,99,,,,,,,57311,
1537,春江,ハルエ,57,A,36,8.5,36.1417,136,13.4,136.2233,5,Y,Y,Y,N,N,9999,99,99,,,,,,,57026,
1565,武生,タケフ,57,A,35,54.4,35.9067,136,10.5,136.1750,32,Y,N,N,N,Y,9999,99,99,,,,,,,57106,57920
0580,今津,イマヅ,60,A,35,24.7,35.4117,136,1.7,136.0283,88,Y,Y,Y,Y,Y,9999,99,99,,,,,,,60051,60905
0581,荒川,アラカワ,60,A,35,22.4,35.3733,135,55.6,135.9267,360,Y,N,N,N,N,2005,11,1,2005/11/1,,,,,,,
0582,春照,スイジョ,60,A,35,22.8,35.3800,136,22.4,136.3733,160,Y,N,N,N,Y,2001,3,29,2001/3/29,1984年10月10日までの地点名「山東」,,,,,,
47761,彦根,ヒコネ,60,S,35,16.5,35.2750,136,14.6,136.2433,87.3,Y,Y,Y,Y,Y,9999,99,99,,,,,,,60131,60915
0584,近江八幡,オウミハチマン,60,A,35,7.6,35.1267,136,5.8,136.0967,88,Y,N,N,N,N,9999,99,99,,,,,,,60161,
0585,君ケ畑台地,キミガハタダイチ,60,A,35,11.9,35.1983,136,20.4,136.3400,402,Y,N,N,N,N,1979,3,10,1979/3/10,,,,,,,
0586,大津,オオツ,60,A,34,59.5,34.9917,135,54.7,135.9117,86,Y,Y,Y,Y,N,9999,99,99,,,,,,,60216,
0587,土山,ツチヤマ,60,A,34,56.3,34.9383,136,16.7,136.2783,248,Y,Y,Y,Y,N,9999,99,99,,,,,,,60236,
0963,東近江,ヒガシオウミ,60,A,35,3.7,35.0617,136,11.4,136.1900,128,Y,Y,Y,Y,N,9999,99,99,,2006年2月28日までの地点名「蒲生」,,,,,60196,
0964,信楽,シガラキ,60,A,34,54.8,34.9133,136,4.8,136.0800,265,Y,Y,Y,Y,N,9999,99,99,,,,,,,60226,
0976,長浜,ナガハマ,60,A,35,25.4,35.4233,136,14.5,136.2417,95,Y,Y,Y,Y,N,9999,99,99,,2010年3月24日までの地点名「虎姫」,,,,,60061,
1083,南小松,ミナミコマツ,60,A,35,14.1,35.2350,135,57.4,135.9567,90,Y,Y,Y,Y,N,9999,99,99,,1992年1月17日までの地点名「北小松」,,,,,60116,
1087,柳ケ瀬,ヤナガセ,60,A,35,34.9,35.5817,136,11.3,136.1883,220,Y,N,N,N,Y,9999,99,99,,,,,,,60026,60900
1361,霜ケ原,シモガハラ,60,A,35,11.9,35.1983,136,20.3,136.3383,420,Y,N,N,N,N,2009,11,20,2009/11/20,,,,,,,
1524,米原,マイバラ,60,A,35,23,35.3833,136,20.6,136.3433,147,Y,Y,Y,Y,Y,9999,99,99,,2005年2月28日までの地点名「山東」,,,,,60102,60911
1578,朽木平良,クツキヘラ,60,A,35,18.5,35.3083,135,49.8,135.8300,380,Y,N,N,N,N,9999,99,99,,,,,,,60081,
47751,伊吹山,イブキヤマ,60,S,35,25.1,35.4183,136,24.8,136.4133,1375.8,Y,Y,Y,Y,Y,2001,3,31,2001/3/31,,,,,,,
0588,峰山,ミネヤマ,61,A,35,37.1,35.6183,135,4.3,135.0717,23,Y,N,N,N,Y,9999,99,99,,2004年2月29日までの地点名「峰山丹波」,,,,,61031,61900
0589,宮津,ミヤヅ,61,A,35,33,35.5500,135,14.1,135.2350,2,Y,Y,Y,Y,N,9999,99,99,,,,,,,61076,
47750,舞鶴,マイヅル,61,S,35,27,35.4500,135,19,135.3167,2.4,Y,Y,Y,Y,Y,9999,99,99,,,,,,,61111,61905
0591,仏坂,フッサカ,61,A,35,22.6,35.3767,135,2.1,135.0350,410,Y,N,N,N,N,1981,10,21,1981/10/21,,,,,,,
0592,浅原山,アサハラヤマ,61,A,35,20,35.3333,135,23.3,135.3883,380,Y,N,N,N,N,1981,10,15,1981/10/15,,,,,,,
0593,福知山,フクチヤマ,61,A,35,18.7,35.3117,135,6.8,135.1133,17,Y,Y,Y,Y,N,9999,99,99,,,,,,,61187,
0594,胡麻,ゴマ,61,A,35,12.6,35.2100,135,27.7,135.4617,260,Y,N,N,N,N,1981,11,11,1981/11/11,,,,,,,
0595,妙高山,ミョウコウサン,61,A,35,10.1,35.1683,135,10.2,135.1700,440,Y,N,N,N,N,1981,10,14,1981/10/14,,,,,,,
0596,園部,ソノベ,61,A,35,6.5,35.1083,135,27.3,135.4550,134,Y,Y,Y,Y,N,9999,99,99,,,,,,,61242,
47759,京都,キヨウト,61,S,35,0.9,35.0150,135,43.9,135.7317,41.4,Y,Y,Y,Y,Y,9999,99,99,,,,,,,61286,61915
0598,京田辺,キョウタナベ,61,A,34,49.8,34.8300,135,45.6,135.7600,20,Y,Y,Y,Y,N,9999,99,99,,1997年3月31日までの地点名「田辺」,,,,,61326,
0599,鷲峰山,ジュブサン,61,A,34,49.7,34.8283,135,54.3,135.9050,607,Y,N,N,N,N,2009,11,20,2009/11/20,,,,,,,
0920,花背峠,ハナセトウゲ,61,A,35,9.4,35.1567,135,47.3,135.7883,710,Y,N,N,N,N,2009,11,20,2009/11/20,,,,,,,
0927,知井,チイ,61,A,35,19.3,35.3217,135,38.8,135.6467,250,Y,N,N,N,N,1978,11,14,1978/11/14,,,,,,,
0928,京北,ケイホク,61,A,35,10.8,35.1800,135,39.7,135.6617,260,Y,N,N,N,N,9999,99,99,,,,,,,61251,
0965,間人,タイザ,61,A,35,44.2,35.7367,135,5.2,135.0867,42,Y,Y,Y,Y,N,9999,99,99,,,,,,,61001,
0966,本庄,ホンジョウ,61,A,35,15.6,35.2600,135,23.7,135.3950,95,Y,N,N,N,N,9999,99,99,,2005年10月2日までの地点名「和知」,,,,,61201,
1025,長岡京,ナガオカキョウ,61,A,34,55.8,34.9300,135,43.7,135.7283,71,Y,N,N,N,N,9999,99,99,,,,,,,61306,
1160,故屋岡,コヤオカ,61,A,35,23.1,35.3850,135,27.4,135.4567,190,Y,N,N,N,N,9999,99,99,,,,,,,61151,
1303,美山,ミヤマ,61,A,35,16.5,35.2750,135,33,135.5500,200,Y,Y,Y,Y,Y,9999,99,99,,,,,,,61206,61910
1378,須知,シュウチ,61,A,35,10.6,35.1767,135,25.2,135.4200,150,Y,N,N,N,N,9999,99,99,,,,,,,61241,
1379,三岳,ミタケ,61,A,35,22,35.3667,135,3,135.0500,118,Y,N,N,N,N,9999,99,99,,,,,,,61132,
1380,綾部,アヤベ,61,A,35,17.6,35.2933,135,15.5,135.2583,51,Y,N,N,N,N,9999,99,99,,,,,,,61191,
1383,三和,ミワ,61,A,35,13,35.2167,135,13.9,135.2317,105,Y,N,N,N,N,9999,99,99,,,,,,,61192,
0600,能勢,ノセ,62,A,34,56.9,34.9483,135,27.3,135.4550,235,Y,Y,Y,Y,N,9999,99,99,,,,,,,62016,
0601,箕面,ミノオ,62,A,34,50.3,34.8383,135,30.2,135.5033,96,Y,N,N,N,N,2009,12,18,2009/12/18,,,,,,,
0602,豊中,トヨナカ,62,A,34,47,34.7833,135,26.3,135.4383,12,Y,Y,Y,Y,N,9999,99,99,,,,,,,62051,
47772,大阪,オオサカ,62,S,34,40.9,34.6817,135,31.1,135.5183,23,Y,Y,Y,Y,Y,9999,99,99,,,,,,,62078,62900
0604,生駒山,イコマヤマ,62,A,34,40.5,34.6750,135,40.6,135.6767,626,Y,Y,Y,Y,N,9999,99,99,,,,,,,62081,
0605,河内長野,カワチナガノ,62,A,34,25.4,34.4233,135,32.6,135.5433,160,Y,N,N,N,N,9999,99,99,,,,,,,62111,
0606,熊取,クマトリ,62,A,34,23.1,34.3850,135,21,135.3500,68,Y,Y,Y,Y,N,9999,99,99,,,,,,,62131,
1062,堺,サカイ,62,A,34,33.3,34.5550,135,29.1,135.4850,20,Y,Y,Y,Y,N,9999,99,99,,,,,,,62091,
1065,枚方,ヒラカタ,62,A,34,48.5,34.8083,135,40.3,135.6717,26,Y,Y,Y,Y,N,9999,99,99,,,,,,,62046,
1470,八尾,ヤオ,62,A,34,35.8,34.5967,135,36,135.6000,10,Y,Y,Y,N,N,9999,99,99,,,,,,,62096,
1471,関空島,カンクウジマ,62,A,34,26,34.4333,135,13.9,135.2317,5,Y,Y,Y,N,N,9999,99,99,,,,,,,62101,
1602,茨木,イバラキ,62,A,34,51.6,34.8600,135,33.6,135.5600,78,Y,N,N,N,N,9999,99,99,,,,,,,62037,
0607,香住,カスミ,63,A,35,37.5,35.6250,134,37.6,134.6267,5,Y,Y,Y,Y,Y,9999,99,99,,,,,,,63016,63900
0608,温泉,オンセン,63,A,35,31.7,35.5283,134,28.8,134.4800,233,Y,N,N,N,N,9999,99,99,,,,,,,63032,
0609,三川山,ミカワヤマ,63,A,35,32.7,35.5450,134,38.2,134.6367,875,Y,N,N,N,N,2003,9,30,2003/9/30,,,,,,,
47747,豊岡,トヨオカ,63,S,35,32.1,35.5350,134,49.3,134.8217,3.4,Y,Y,Y,Y,Y,9999,99,99,,,,,,,63051,63905
0611,八鹿,ヨウカ,63,A,35,23.9,35.3983,134,44.4,134.7400,183,Y,N,N,N,N,9999,99,99,,,,,,,63116,
0612,和田山,ワダヤマ,63,A,35,19.4,35.3233,134,50.9,134.8483,80,Y,Y,Y,Y,Y,9999,99,99,,,,,,,63121,63915
0613,生野,イクノ,63,A,35,10,35.1667,134,47.5,134.7917,320,Y,Y,Y,Y,N,9999,99,99,,,,,,,63201,
0614,柏原,カイバラ,63,A,35,8.9,35.1483,135,2.8,135.0467,95,Y,Y,Y,Y,N,9999,99,99,,,,,,,63216,
0615,一宮,イチノミヤ,63,A,35,5.8,35.0967,134,35.1,134.5850,195,Y,Y,Y,Y,N,9999,99,99,,,,,,,63251,
0616,笠形山,カサガタヤマ,63,A,35,3.2,35.0533,134,50.2,134.8367,580,Y,N,N,N,N,2007,3,28,2007/3/28,,,,,,,
0617,佐用,サヨウ,63,A,35,1,35.0167,134,22.1,134.3683,120,Y,N,N,N,N,9999,99,99,,,,,,,63241,
0618,後川,シツカワ,63,A,35,1.5,35.0250,135,17.6,135.2933,330,Y,N,N,N,N,9999,99,99,,1989年12月31日までの地点名「羽束川」,,,,,63346,
0619,上郡,カミゴオリ,63,A,34,51.5,34.8583,134,22.4,134.3733,20,Y,Y,Y,Y,N,9999,99,99,,,,,,,63366,
0620,的場山,マトバヤマ,63,A,34,52.3,34.8717,134,31.6,134.5267,260,Y,N,N,N,N,2007,3,28,2007/3/28,,,,,,,
47769,姫路,ヒメジ,63,S,34,50.3,34.8383,134,40.2,134.6700,38.2,Y,Y,Y,Y,Y,9999,99,99,,,,,,,63383,
0622,名塩,ナジオ,63,A,34,49.8,34.8300,135,17.6,135.2933,168,Y,N,N,N,N,2006,3,6,2006/3/6,,,,,,,
0623,六甲山,ロッコウサン,63,A,34,45.8,34.7633,135,16.2,135.2700,620,Y,N,N,N,N,2006,3,31,2006/3/31,,,,,,,
0624,家島,イエシマ,63,A,34,40.3,34.6717,134,31.6,134.5267,88,Y,Y,Y,Y,N,9999,99,99,,,,,,,63491,
0625,明石,アカシ,63,A,34,41.2,34.6867,134,52.6,134.8767,3,Y,Y,Y,Y,N,9999,99,99,,,,,,,63496,
47770,神戸,コウベ,63,S,34,41.8,34.6967,135,12.7,135.2117,5.3,Y,Y,Y,Y,Y,9999,99,99,,,,,,,63518,
47776,洲本,スモト,63,S,34,20.3,34.3383,134,54.3,134.9050,109.3,Y,Y,Y,Y,Y,9999,99,99,,,,,,,63576,
0628,福良,フクラ,63,A,34,15.6,34.2600,134,42.5,134.7083,35,Y,N,N,N,N,1978,12,21,1978/12/21,,,,,,,
0956,西脇,ニシワキ,63,A,34,59.9,34.9983,134,59.8,134.9967,72,Y,Y,Y,Y,N,9999,99,99,,,,,,,63331,
0967,大屋,オオヤ,63,A,35,19.9,35.3317,134,39.9,134.6650,150,Y,N,N,N,N,9999,99,99,,,,,,,63111,
0968,福崎,フクサキ,63,A,34,57,34.9500,134,44.9,134.7483,72,Y,Y,Y,Y,N,9999,99,99,,,,,,,63321,
0969,三田,サンダ,63,A,34,53.7,34.8950,135,12.7,135.2117,150,Y,Y,Y,Y,N,9999,99,99,,,,,,,63411,
0970,郡家,グンゲ,63,A,34,28,34.4667,134,50.9,134.8483,5,Y,Y,Y,Y,N,9999,99,99,,,,,,,63551,
